Subject1,Subject2,Subject3,Subject4,Subject5,Subject6,Day,Subject,Predict day,Predict subject
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,105,106,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,106,105,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
101,102,103,104,108,107,,,,
101,102,103,104,107,108,,,,
